H,N,F,S,Nickname,Mass,z,m/z,condition
7,7,1,3,H7N7F1S3,3593.280065,1,3616.269834,M+Na
7,7,3,2,H7N7F3S2,3594.300465,1,3617.290234,M+Na
7,7,5,1,H7N7F5S1,3595.320865,1,3618.310634,M+Na
8,7,0,3,H8N7F0S3,3609.274965,1,3632.264734,M+Na
8,7,4,1,H8N7F4S1,3611.315765,1,3634.305534,M+Na
8,5,3,3,H8N5F3S3,3641.289865,1,3664.279634,M+Na
6,6,4,3,H6N6F4S3,3666.321565,1,3689.311334,M+Na
7,11,0,1,H7N11F0S1,3677.348965,1,3700.338734,M+Na
7,6,1,4,H7N6F1S4,3681.296065,1,3704.285834,M+Na
7,6,3,3,H7N6F3S3,3682.316465,1,3705.306234,M+Na
7,6,5,2,H7N6F5S2,3683.336865,1,3706.326634,M+Na
9,8,2,1,H9N8F2S1,3684.332165,1,3707.321934,M+Na
8,6,0,4,H8N6F0S4,3697.290965,1,3720.280734,M+Na
5,7,4,3,H5N7F4S3,3707.348165,1,3730.337934,M+Na
9,11,0,0,H9N11F0S0,3710.359165,1,3733.348934,M+Na
6,7,1,4,H6N7F1S4,3722.322665,1,3745.312434,M+Na
6,7,3,3,H6N7F3S3,3723.343065,1,3746.332834,M+Na
6,7,5,2,H6N7F5S2,3724.363465,1,3747.353234,M+Na
7,7,0,4,H7N7F0S4,3738.317565,1,3761.307334,M+Na
7,7,2,3,H7N7F2S3,3739.337965,1,3762.327734,M+Na
7,7,4,2,H7N7F4S2,3740.358365,1,3763.348134,M+Na
6,5,4,4,H6N5F4S4,3754.337565,1,3777.327334,M+Na
8,7,1,3,H8N7F1S3,3755.332865,1,3778.322634,M+Na
8,7,3,2,H8N7F3S2,3756.353265,1,3779.343034,M+Na
6,8,2,3,H6N8F2S3,3780.364565,1,3803.354334,M+Na
7,8,1,3,H7N8F1S3,3796.359465,1,3819.349234,M+Na
8,8,0,3,H8N8F0S3,3812.354365,1,3835.344134,M+Na
7,6,2,4,H7N6F2S4,3827.353965,1,3850.343734,M+Na
7,6,4,3,H7N6F4S3,3828.374365,1,3851.364134,M+Na
9,8,1,2,H9N8F1S2,3829.369665,1,3852.359434,M+Na
6,7,4,3,H6N7F4S3,3869.400965,1,3892.390734,M+Na
7,7,1,4,H7N7F1S4,3884.375465,1,3907.365234,M+Na
7,7,3,3,H7N7F3S3,3885.395865,1,3908.385634,M+Na
7,7,5,2,H7N7F5S2,3886.416265,1,3909.406034,M+Na
8,7,0,4,H8N7F0S4,3900.370365,1,3923.360134,M+Na
8,7,4,2,H8N7F4S2,3902.411165,1,3925.400934,M+Na
6,8,3,3,H6N8F3S3,3926.422465,1,3949.412234,M+Na
7,8,0,4,H7N8F0S4,3941.396965,1,3964.386734,M+Na
6,11,1,2,H6N11F1S2,3952.449465,1,3975.439234,M+Na
6,6,4,4,H6N6F4S4,3957.416965,1,3980.406734,M+Na
7,11,0,2,H7N11F0S2,3968.444365,1,3991.434134,M+Na
7,6,3,4,H7N6F3S4,3973.411865,1,3996.401634,M+Na
9,8,0,3,H9N8F0S3,3974.407165,1,3997.396934,M+Na
7,6,5,3,H7N6F5S3,3974.432265,1,3997.422034,M+Na
8,11,1,1,H8N11F1S1,3985.459665,1,4008.449434,M+Na
6,7,5,3,H6N7F5S3,4015.458865,1,4038.448634,M+Na
7,7,2,4,H7N7F2S4,4030.433365,1,4053.423134,M+Na
7,7,4,3,H7N7F4S3,4031.453765,1,4054.443534,M+Na
8,7,1,4,H8N7F1S4,4046.428265,1,4069.418034,M+Na
8,7,3,3,H8N7F3S3,4047.448665,1,4070.438434,M+Na
7,10,4,1,H7N10F4S1,4058.501165,1,4081.490934,M+Na
7,8,1,4,H7N8F1S4,4087.454865,1,4110.444634,M+Na
9,10,4,0,H9N10F4S0,4091.511365,1,4114.501134,M+Na
8,8,0,4,H8N8F0S4,4103.449765,1,4126.439534,M+Na
10,10,3,0,H10N10F3S0,4107.506265,1,4130.496034,M+Na
7,6,4,4,H7N6F4S4,4119.469765,1,4142.459534,M+Na
7,7,3,4,H7N7F3S4,4176.491265,1,4199.481034,M+Na
7,7,5,3,H7N7F5S3,4177.511665,1,4200.501434,M+Na
8,7,2,4,H8N7F2S4,4192.486165,1,4215.475934,M+Na
8,7,4,3,H8N7F4S3,4193.506565,1,4216.496334,M+Na
5,11,2,3,H5N11F2S3,4227.549965,1,4250.539734,M+Na
6,11,1,3,H6N11F1S3,4243.544865,1,4266.534634,M+Na
8,8,3,3,H8N8F3S3,4250.528065,1,4273.517834,M+Na
9,8,0,4,H9N8F0S4,4265.502565,1,4288.492334,M+Na
7,6,5,4,H7N6F5S4,4265.527665,1,4288.517434,M+Na
9,8,4,2,H9N8F4S2,4267.543365,1,4290.533134,M+Na
7,7,4,4,H7N7F4S4,4322.549165,1,4345.538934,M+Na
8,7,3,4,H8N7F3S4,4338.544065,1,4361.533834,M+Na
9,8,1,4,H9N8F1S4,4411.560465,1,4434.550234,M+Na
8,9,1,4,H8N9F1S4,4452.587065,1,4475.576834,M+Na
10,11,4,0,H10N11F4S0,4456.643565,1,4479.633334,M+Na
7,7,5,4,H7N7F5S4,4468.607065,1,4491.596834,M+Na
8,7,0,6,H8N7F0S6,4482.561165,1,4505.550934,M+Na
8,7,4,4,H8N7F4S4,4484.601965,1,4507.591734,M+Na
9,8,0,5,H9N8F0S5,4556.597965,1,4579.587734,M+Na
9,8,2,4,H9N8F2S4,4557.618365,1,4580.608134,M+Na
8,7,1,6,H8N7F1S6,4628.619065,1,4651.608834,M+Na
10,9,0,4,H10N9F0S4,4630.634765,1,4653.624534,M+Na
10,9,4,2,H10N9F4S2,4632.675565,1,4655.665334,M+Na
8,9,1,5,H8N9F1S5,4743.682465,1,4766.672234,M+Na
6,11,3,4,H6N11F3S4,4826.756065,1,4849.745834,M+Na
9,8,0,6,H9N8F0S6,4847.693365,1,4870.683134,M+Na
11,10,3,2,H11N10F3S2,4851.749865,1,4874.739634,M+Na
10,9,4,3,H10N9F4S3,4923.770965,1,4946.760734,M+Na
3,2,0,0,H3N2F0S0,910.327765,1,933.3175343,(M+aminediol)+Na
3,2,1,0,H3N2F1S0,1056.385665,1,1079.375434,(M+aminediol)+Na
4,2,0,0,H4N2F0S0,1072.380565,1,1095.370334,(M+aminediol)+Na
3,3,0,0,H3N3F0S0,1113.407165,1,1136.396934,(M+aminediol)+Na
3,2,0,1,H3N2F0S1,1201.423165,1,1297.465634,(M+aminediol)+Na
4,2,1,0,H4N2F1S0,1218.438465,1,1241.428234,(M+aminediol)+Na
5,2,0,0,H5N2F0S0,1234.433365,1,1257.423134,(M+aminediol)+Na
3,3,1,0,H3N3F1S0,1259.465065,1,1282.454834,(M+aminediol)+Na
4,3,0,0,H4N3F0S0,1275.459965,1,1298.449734,(M+aminediol)+Na
3,4,0,0,H3N4F0S0,1316.486565,1,1339.476334,(M+aminediol)+Na
3,2,1,1,H3N2F1S1,1347.481065,1,1443.523534,(M+aminediol)+Na
4,2,2,0,H4N2F2S0,1364.496365,1,1387.486134,(M+aminediol)+Na
5,2,1,0,H5N2F1S0,1380.491265,1,1403.481034,(M+aminediol)+Na
6,2,0,0,H6N2F0S0,1396.486165,1,1419.475934,(M+aminediol)+Na
3,3,0,1,H3N3F0S1,1404.502565,1,1500.545034,(M+aminediol)+Na
3,3,2,0,H3N3F2S0,1405.522965,1,1428.512734,(M+aminediol)+Na
4,3,1,0,H4N3F1S0,1421.517865,1,1444.507634,(M+aminediol)+Na
5,3,0,0,H5N3F0S0,1437.512765,1,1460.502534,(M+aminediol)+Na
3,4,1,0,H3N4F1S0,1462.544465,1,1485.534234,(M+aminediol)+Na
4,4,0,0,H4N4F0S0,1478.539365,1,1501.529134,(M+aminediol)+Na
4,2,1,1,H4N2F1S1,1509.533865,1,1605.576334,(M+aminediol)+Na
4,2,3,0,H4N2F3S0,1510.554265,1,1533.544034,(M+aminediol)+Na
3,5,0,0,H3N5F0S0,1519.565965,1,1542.555734,(M+aminediol)+Na
6,2,1,0,H6N2F1S0,1542.544065,1,1565.533834,(M+aminediol)+Na
3,3,1,1,H3N3F1S1,1550.560465,1,1646.602934,(M+aminediol)+Na
7,2,0,0,H7N2F0S0,1558.538965,1,1581.528734,(M+aminediol)+Na
4,3,0,1,H4N3F0S1,1566.555365,1,1662.597834,(M+aminediol)+Na
4,3,2,0,H4N3F2S0,1567.575765,1,1590.565534,(M+aminediol)+Na
5,3,1,0,H5N3F1S0,1583.570665,1,1606.560434,(M+aminediol)+Na
6,3,0,0,H6N3F0S0,1599.565565,1,1622.555334,(M+aminediol)+Na
3,4,2,0,H3N4F2S0,1608.602365,1,1631.592134,(M+aminediol)+Na
4,4,1,0,H4N4F1S0,1624.597265,1,1647.587034,(M+aminediol)+Na
5,4,0,0,H5N4F0S0,1640.592165,1,1663.581934,(M+aminediol)+Na
3,5,1,0,H3N5F1S0,1665.623865,1,1688.613634,(M+aminediol)+Na
4,5,0,0,H4N5F0S0,1681.618765,1,1704.608534,(M+aminediol)+Na
7,2,1,0,H7N2F1S0,1704.596865,1,1727.586634,(M+aminediol)+Na
4,3,1,1,H4N3F1S1,1712.613265,1,1808.655734,(M+aminediol)+Na
8,2,0,0,H8N2F0S0,1720.591765,1,1743.581534,(M+aminediol)+Na
5,3,0,1,H5N3F0S1,1728.608165,1,1824.650634,(M+aminediol)+Na
5,3,2,0,H5N3F2S0,1729.628565,1,1752.618334,(M+aminediol)+Na
6,3,1,0,H6N3F1S0,1745.623465,1,1768.613234,(M+aminediol)+Na
3,4,3,0,H3N4F3S0,1754.660265,1,1777.650034,(M+aminediol)+Na
4,4,0,1,H4N4F0S1,1769.634765,1,1865.677234,(M+aminediol)+Na
4,4,2,0,H4N4F2S0,1770.655165,1,1793.644934,(M+aminediol)+Na
5,4,1,0,H5N4F1S0,1786.650065,1,1809.639834,(M+aminediol)+Na
6,4,0,0,H6N4F0S0,1802.644965,1,1825.634734,(M+aminediol)+Na
3,5,2,0,H3N5F2S0,1811.681765,1,1834.671534,(M+aminediol)+Na
4,5,1,0,H4N5F1S0,1827.676665,1,1850.666434,(M+aminediol)+Na
5,5,0,0,H5N5F0S0,1843.671565,1,1866.661334,(M+aminediol)+Na
4,3,0,2,H4N3F0S2,1857.650765,1,2026.745934,(M+aminediol)+Na
4,3,2,1,H4N3F2S1,1858.671165,1,1954.713634,(M+aminediol)+Na
8,2,1,0,H8N2F1S0,1866.649665,1,1889.639434,(M+aminediol)+Na
3,6,1,0,H3N6F1S0,1868.703265,1,1891.693034,(M+aminediol)+Na
5,3,1,1,H5N3F1S1,1874.666065,1,1970.708534,(M+aminediol)+Na
9,2,0,0,H9N2F0S0,1882.644565,1,1905.634334,(M+aminediol)+Na
4,6,0,0,H4N6F0S0,1884.698165,1,1907.687934,(M+aminediol)+Na
6,3,0,1,H6N3F0S1,1890.660965,1,1986.703434,(M+aminediol)+Na
6,3,2,0,H6N3F2S0,1891.681365,1,1914.671134,(M+aminediol)+Na
4,4,1,1,H4N4F1S1,1915.692665,1,2011.735134,(M+aminediol)+Na
4,4,3,0,H4N4F3S0,1916.713065,1,1939.702834,(M+aminediol)+Na
3,7,0,0,H3N7F0S0,1925.724765,1,1948.714534,(M+aminediol)+Na
5,4,0,1,H5N4F0S1,1931.687565,1,2027.730034,(M+aminediol)+Na
5,4,2,0,H5N4F2S0,1932.707965,1,1955.697734,(M+aminediol)+Na
6,4,1,0,H6N4F1S0,1948.702865,1,1971.692634,(M+aminediol)+Na
3,5,3,0,H3N5F3S0,1957.739665,1,1980.729434,(M+aminediol)+Na
7,4,0,0,H7N4F0S0,1964.697765,1,1987.687534,(M+aminediol)+Na
4,5,0,1,H4N5F0S1,1972.714165,1,2068.756634,(M+aminediol)+Na
4,5,2,0,H4N5F2S0,1973.734565,1,1996.724334,(M+aminediol)+Na
5,5,1,0,H5N5F1S0,1989.729465,1,2012.719234,(M+aminediol)+Na
4,3,1,2,H4N3F1S2,2003.708665,1,2172.803834,(M+aminediol)+Na
4,3,3,1,H4N3F3S1,2004.729065,1,2100.771534,(M+aminediol)+Na
6,5,0,0,H6N5F0S0,2005.724365,1,2028.714134,(M+aminediol)+Na
8,2,0,1,H8N2F0S1,2011.687165,1,2107.729634,(M+aminediol)+Na
3,6,2,0,H3N6F2S0,2014.761165,1,2037.750934,(M+aminediol)+Na
5,3,0,2,H5N3F0S2,2019.703565,1,2188.798734,(M+aminediol)+Na
5,3,2,1,H5N3F2S1,2020.723965,1,2116.766434,(M+aminediol)+Na
9,2,1,0,H9N2F1S0,2028.702465,1,2051.692234,(M+aminediol)+Na
4,6,1,0,H4N6F1S0,2030.756065,1,2053.745834,(M+aminediol)+Na
6,3,1,1,H6N3F1S1,2036.718865,1,2132.761334,(M+aminediol)+Na
6,3,3,0,H6N3F3S0,2037.739265,1,2060.729034,(M+aminediol)+Na
10,2,0,0,H10N2F0S0,2044.697365,1,2067.687134,(M+aminediol)+Na
5,6,0,0,H5N6F0S0,2046.750965,1,2069.740734,(M+aminediol)+Na
4,4,2,1,H4N4F2S1,2061.750565,1,2157.793034,(M+aminediol)+Na
3,7,1,0,H3N7F1S0,2071.782665,1,2094.772434,(M+aminediol)+Na
5,4,1,1,H5N4F1S1,2077.745465,1,2173.787934,(M+aminediol)+Na
5,4,3,0,H5N4F3S0,2078.765865,1,2101.755634,(M+aminediol)+Na
4,7,0,0,H4N7F0S0,2087.777565,1,2110.767334,(M+aminediol)+Na
6,4,0,1,H6N4F0S1,2093.740365,1,2189.782834,(M+aminediol)+Na
6,4,2,0,H6N4F2S0,2094.760765,1,2117.750534,(M+aminediol)+Na
3,5,4,0,H3N5F4S0,2103.797565,1,2126.787334,(M+aminediol)+Na
7,4,1,0,H7N4F1S0,2110.755665,1,2133.745434,(M+aminediol)+Na
4,5,1,1,H4N5F1S1,2118.772065,1,2214.814534,(M+aminediol)+Na
4,5,3,0,H4N5F3S0,2119.792465,1,2142.782234,(M+aminediol)+Na
5,5,0,1,H5N5F0S1,2134.766965,1,2230.809434,(M+aminediol)+Na
5,5,2,0,H5N5F2S0,2135.787365,1,2158.777134,(M+aminediol)+Na
6,5,1,0,H6N5F1S0,2151.782265,1,2174.772034,(M+aminediol)+Na
3,6,3,0,H3N6F3S0,2160.819065,1,2183.808834,(M+aminediol)+Na
7,5,0,0,H7N5F0S0,2167.777165,1,2190.766934,(M+aminediol)+Na
4,6,0,1,H4N6F0S1,2175.793565,1,2271.836034,(M+aminediol)+Na
4,6,2,0,H4N6F2S0,2176.813965,1,2199.803734,(M+aminediol)+Na
6,3,2,1,H6N3F2S1,2182.776765,1,2278.819234,(M+aminediol)+Na
10,2,1,0,H10N2F1S0,2190.755265,1,2213.745034,(M+aminediol)+Na
5,6,1,0,H5N6F1S0,2192.808865,1,2215.798634,(M+aminediol)+Na
11,2,0,0,H11N2F0S0,2206.750165,1,2229.739934,(M+aminediol)+Na
4,4,3,1,H4N4F3S1,2207.808465,1,2303.850934,(M+aminediol)+Na
6,6,0,0,H6N6F0S0,2208.803765,1,2231.793534,(M+aminediol)+Na
3,7,2,0,H3N7F2S0,2217.840565,1,2240.830334,(M+aminediol)+Na
5,4,0,2,H5N4F0S2,2222.782965,1,2391.878134,(M+aminediol)+Na
5,4,2,1,H5N4F2S1,2223.803365,1,2319.845834,(M+aminediol)+Na
4,7,1,0,H4N7F1S0,2233.835465,1,2256.825234,(M+aminediol)+Na
6,4,1,1,H6N4F1S1,2239.798265,1,2335.840734,(M+aminediol)+Na
6,4,3,0,H6N4F3S0,2240.818665,1,2263.808434,(M+aminediol)+Na
5,7,0,0,H5N7F0S0,2249.830365,1,2272.820134,(M+aminediol)+Na
7,4,0,1,H7N4F0S1,2255.793165,1,2351.835634,(M+aminediol)+Na
7,4,2,0,H7N4F2S0,2256.813565,1,2279.803334,(M+aminediol)+Na
4,5,0,2,H4N5F0S2,2263.809565,1,2432.904734,(M+aminediol)+Na
4,5,2,1,H4N5F2S1,2264.829965,1,2360.872434,(M+aminediol)+Na
4,5,4,0,H4N5F4S0,2265.850365,1,2288.840134,(M+aminediol)+Na
5,5,1,1,H5N5F1S1,2280.824865,1,2376.867334,(M+aminediol)+Na
5,5,3,0,H5N5F3S0,2281.845265,1,2304.835034,(M+aminediol)+Na
6,5,0,1,H6N5F0S1,2296.819765,1,2392.862234,(M+aminediol)+Na
6,5,2,0,H6N5F2S0,2297.840165,1,2320.829934,(M+aminediol)+Na
3,6,4,0,H3N6F4S0,2306.876965,1,2329.866734,(M+aminediol)+Na
7,5,1,0,H7N5F1S0,2313.835065,1,2336.824834,(M+aminediol)+Na
7,5,1,0,H7N5F1S0,2313.835065,1,2336.824834,(M+aminediol)+Na
4,6,1,1,H4N6F1S1,2321.851465,1,2417.893934,(M+aminediol)+Na
4,6,3,0,H4N6F3S0,2322.871865,1,2345.861634,(M+aminediol)+Na
5,6,0,1,H5N6F0S1,2337.846365,1,2433.888834,(M+aminediol)+Na
5,6,2,0,H5N6F2S0,2338.866765,1,2361.856534,(M+aminediol)+Na
11,2,1,0,H11N2F1S0,2352.808065,1,2375.797834,(M+aminediol)+Na
6,6,1,0,H6N6F1S0,2354.861665,1,2377.851434,(M+aminediol)+Na
3,7,3,0,H3N7F3S0,2363.898465,1,2386.888234,(M+aminediol)+Na
12,2,0,0,H12N2F0S0,2368.802965,1,2391.792734,(M+aminediol)+Na
5,4,1,2,H5N4F1S2,2368.840865,1,2537.936034,(M+aminediol)+Na
5,4,3,1,H5N4F3S1,2369.861265,1,2465.903734,(M+aminediol)+Na
7,6,0,0,H7N6F0S0,2370.856565,1,2393.846334,(M+aminediol)+Na
4,7,0,1,H4N7F0S1,2378.872965,1,2474.915434,(M+aminediol)+Na
4,7,2,0,H4N7F2S0,2379.893365,1,2402.883134,(M+aminediol)+Na
6,4,0,2,H6N4F0S2,2384.835765,1,2553.930934,(M+aminediol)+Na
6,4,2,1,H6N4F2S1,2385.856165,1,2481.898634,(M+aminediol)+Na
5,7,1,0,H5N7F1S0,2395.888265,1,2418.878034,(M+aminediol)+Na
7,4,1,1,H7N4F1S1,2401.851065,1,2497.893534,(M+aminediol)+Na
7,4,3,0,H7N4F3S0,2402.871465,1,2425.861234,(M+aminediol)+Na
4,5,3,1,H4N5F3S1,2410.887865,1,2506.930334,(M+aminediol)+Na
6,7,0,0,H6N7F0S0,2411.883165,1,2434.872934,(M+aminediol)+Na
3,8,2,0,H3N8F2S0,2420.919965,1,2443.909734,(M+aminediol)+Na
5,5,0,2,H5N5F0S2,2425.862365,1,2594.957534,(M+aminediol)+Na
5,5,2,1,H5N5F2S1,2426.882765,1,2522.925234,(M+aminediol)+Na
5,5,4,0,H5N5F4S0,2427.903165,1,2450.892934,(M+aminediol)+Na
4,8,1,0,H4N8F1S0,2436.914865,1,2459.904634,(M+aminediol)+Na
6,5,1,1,H6N5F1S1,2442.877665,1,2538.920134,(M+aminediol)+Na
6,5,3,0,H6N5F3S0,2443.898065,1,2466.887834,(M+aminediol)+Na
5,8,0,0,H5N8F0S0,2452.909765,1,2475.899534,(M+aminediol)+Na
7,5,0,1,H7N5F0S1,2458.872565,1,2554.915034,(M+aminediol)+Na
7,5,2,0,H7N5F2S0,2459.892965,1,2482.882734,(M+aminediol)+Na
4,6,2,1,H4N6F2S1,2467.909365,1,2563.951834,(M+aminediol)+Na
4,6,4,0,H4N6F4S0,2468.929765,1,2491.919534,(M+aminediol)+Na
3,9,1,0,H3N9F1S0,2477.941465,1,2500.931234,(M+aminediol)+Na
5,6,1,1,H5N6F1S1,2483.904265,1,2579.946734,(M+aminediol)+Na
5,6,3,0,H5N6F3S0,2484.924665,1,2507.914434,(M+aminediol)+Na
6,6,0,1,H6N6F0S1,2499.899165,1,2595.941634,(M+aminediol)+Na
6,6,2,0,H6N6F2S0,2500.919565,1,2523.909334,(M+aminediol)+Na
3,7,4,0,H3N7F4S0,2509.956365,1,2532.946134,(M+aminediol)+Na
12,2,1,0,H12N2F1S0,2514.860865,1,2537.850634,(M+aminediol)+Na
7,6,1,0,H7N6F1S0,2516.914465,1,2539.904234,(M+aminediol)+Na
4,7,1,1,H4N7F1S1,2524.930865,1,2620.973334,(M+aminediol)+Na
4,7,3,0,H4N7F3S0,2525.951265,1,2548.941034,(M+aminediol)+Na
6,4,1,2,H6N4F1S2,2530.893665,1,2699.988834,(M+aminediol)+Na
6,4,3,1,H6N4F3S1,2531.914065,1,2627.956534,(M+aminediol)+Na
8,6,0,0,H8N6F0S0,2532.909365,1,2555.899134,(M+aminediol)+Na
10,3,0,1,H10N3F0S1,2538.872165,1,2634.914634,(M+aminediol)+Na
5,7,0,1,H5N7F0S1,2540.925765,1,2636.968234,(M+aminediol)+Na
5,7,2,0,H5N7F2S0,2541.946165,1,2564.935934,(M+aminediol)+Na
7,4,0,2,H7N4F0S2,2546.888565,1,2715.983734,(M+aminediol)+Na
7,4,2,1,H7N4F2S1,2547.908965,1,2643.951434,(M+aminediol)+Na
7,4,4,0,H7N4F4S0,2548.929365,1,2571.919134,(M+aminediol)+Na
4,5,4,1,H4N5F4S1,2556.945765,1,2652.988234,(M+aminediol)+Na
6,7,1,0,H6N7F1S0,2557.941065,1,2580.930834,(M+aminediol)+Na
8,4,3,0,H8N4F3S0,2564.924265,1,2587.914034,(M+aminediol)+Na
5,5,1,2,H5N5F1S2,2571.920265,1,2741.015434,(M+aminediol)+Na
5,5,3,1,H5N5F3S1,2572.940665,1,2668.983134,(M+aminediol)+Na
7,7,0,0,H7N7F0S0,2573.935965,1,2596.925734,(M+aminediol)+Na
6,5,0,2,H6N5F0S2,2587.915165,1,2757.010334,(M+aminediol)+Na
6,5,2,1,H6N5F2S1,2588.935565,1,2684.978034,(M+aminediol)+Na
6,5,4,0,H6N5F4S0,2589.955965,1,2612.945734,(M+aminediol)+Na
5,8,1,0,H5N8F1S0,2598.967665,1,2621.957434,(M+aminediol)+Na
7,5,1,1,H7N5F1S1,2604.930465,1,2700.972934,(M+aminediol)+Na
7,5,3,0,H7N5F3S0,2605.950865,1,2628.940634,(M+aminediol)+Na
4,6,3,1,H4N6F3S1,2613.967265,1,2710.009734,(M+aminediol)+Na
4,6,5,0,H4N6F5S0,2614.987665,1,2637.977434,(M+aminediol)+Na
5,6,0,2,H5N6F0S2,2628.941765,1,2798.036934,(M+aminediol)+Na
5,6,2,1,H5N6F2S1,2629.962165,1,2726.004634,(M+aminediol)+Na
5,6,4,0,H5N6F4S0,2630.982565,1,2653.972334,(M+aminediol)+Na
6,6,1,1,H6N6F1S1,2645.957065,1,2741.999534,(M+aminediol)+Na
6,6,3,0,H6N6F3S0,2646.977465,1,2669.967234,(M+aminediol)+Na
3,7,5,0,H3N7F5S0,2656.014265,1,2679.004034,(M+aminediol)+Na
5,4,1,3,H5N4F1S3,2659.936265,1,2902.084134,(M+aminediol)+Na
5,4,3,2,H5N4F3S2,2660.956665,1,2830.051834,(M+aminediol)+Na
7,6,0,1,H7N6F0S1,2661.951965,1,2757.994434,(M+aminediol)+Na
7,6,2,0,H7N6F2S0,2662.972365,1,2685.962134,(M+aminediol)+Na
4,7,2,1,H4N7F2S1,2670.988765,1,2767.031234,(M+aminediol)+Na
4,7,4,0,H4N7F4S0,2672.009165,1,2694.998934,(M+aminediol)+Na
6,4,2,2,H6N4F2S2,2676.951565,1,2846.046734,(M+aminediol)+Na
5,7,1,1,H5N7F1S1,2686.983665,1,2783.026134,(M+aminediol)+Na
5,7,3,0,H5N7F3S0,2688.004065,1,2710.993834,(M+aminediol)+Na
7,4,1,2,H7N4F1S2,2692.946465,1,2862.041634,(M+aminediol)+Na
7,4,3,1,H7N4F3S1,2693.966865,1,2790.009334,(M+aminediol)+Na
6,7,0,1,H6N7F0S1,2702.978565,1,2799.021034,(M+aminediol)+Na
6,7,2,0,H6N7F2S0,2703.998965,1,2726.988734,(M+aminediol)+Na
5,5,2,2,H5N5F2S2,2717.978165,1,2887.073334,(M+aminediol)+Na
5,5,4,1,H5N5F4S1,2718.998565,1,2815.041034,(M+aminediol)+Na
7,7,1,0,H7N7F1S0,2719.993865,1,2742.983634,(M+aminediol)+Na
4,8,1,1,H4N8F1S1,2728.010265,1,2824.052734,(M+aminediol)+Na
6,5,1,2,H6N5F1S2,2733.973065,1,2903.068234,(M+aminediol)+Na
6,5,3,1,H6N5F3S1,2734.993465,1,2831.035934,(M+aminediol)+Na
7,5,0,2,H7N5F0S2,2749.967965,1,2919.063134,(M+aminediol)+Na
7,5,2,1,H7N5F2S1,2750.988365,1,2847.030834,(M+aminediol)+Na
4,6,4,1,H4N6F4S1,2760.025165,1,2856.067634,(M+aminediol)+Na
5,6,1,2,H5N6F1S2,2774.999665,1,2944.094834,(M+aminediol)+Na
5,6,3,1,H5N6F3S1,2776.020065,1,2872.062534,(M+aminediol)+Na
5,6,5,0,H5N6F5S0,2777.040465,1,2800.030234,(M+aminediol)+Na
6,6,0,2,H6N6F0S2,2790.994565,1,2960.089734,(M+aminediol)+Na
6,6,2,1,H6N6F2S1,2792.014965,1,2888.057434,(M+aminediol)+Na
6,6,4,0,H6N6F4S0,2793.035365,1,2816.025134,(M+aminediol)+Na
5,4,2,3,H5N4F2S3,2805.994165,1,3048.142034,(M+aminediol)+Na
7,6,1,1,H7N6F1S1,2808.009865,1,2904.052334,(M+aminediol)+Na
7,6,3,0,H7N6F3S0,2809.030265,1,2832.020034,(M+aminediol)+Na
4,7,3,1,H4N7F3S1,2817.046665,1,2913.089134,(M+aminediol)+Na
4,7,5,0,H4N7F5S0,2818.067065,1,2841.056834,(M+aminediol)+Na
6,4,3,2,H6N4F3S2,2823.009465,1,2992.104634,(M+aminediol)+Na
8,6,0,1,H8N6F0S1,2824.004765,1,2920.047234,(M+aminediol)+Na
5,7,0,2,H5N7F0S2,2832.021165,1,3001.116334,(M+aminediol)+Na
5,7,2,1,H5N7F2S1,2833.041565,1,2929.084034,(M+aminediol)+Na
5,7,4,0,H5N7F4S0,2834.061965,1,2857.051734,(M+aminediol)+Na
7,4,2,2,H7N4F2S2,2839.004365,1,3008.099534,(M+aminediol)+Na
6,7,1,1,H6N7F1S1,2849.036465,1,2945.078934,(M+aminediol)+Na
6,7,3,0,H6N7F3S0,2850.056865,1,2873.046634,(M+aminediol)+Na
5,5,3,2,H5N5F3S2,2864.036065,1,3033.131234,(M+aminediol)+Na
6,5,0,3,H6N5F0S3,2879.010565,1,3121.158434,(M+aminediol)+Na
6,5,2,2,H6N5F2S2,2880.030965,1,3049.126134,(M+aminediol)+Na
6,5,4,1,H6N5F4S1,2881.051365,1,2977.093834,(M+aminediol)+Na
7,5,1,2,H7N5F1S2,2896.025865,1,3065.121034,(M+aminediol)+Na
7,5,3,1,H7N5F3S1,2897.046265,1,2993.088734,(M+aminediol)+Na
4,6,5,1,H4N6F5S1,2906.083065,1,3002.125534,(M+aminediol)+Na
5,6,0,3,H5N6F0S3,2920.037165,1,3162.185034,(M+aminediol)+Na
5,6,2,2,H5N6F2S2,2921.057565,1,3090.152734,(M+aminediol)+Na
5,6,4,1,H5N6F4S1,2922.077965,1,3018.120434,(M+aminediol)+Na
6,6,1,2,H6N6F1S2,2937.052465,1,3106.147634,(M+aminediol)+Na
6,6,3,1,H6N6F3S1,2938.072865,1,3034.115334,(M+aminediol)+Na
6,6,5,0,H6N6F5S0,2939.093265,1,2962.083034,(M+aminediol)+Na
5,4,3,3,H5N4F3S3,2952.052065,1,3194.199934,(M+aminediol)+Na
7,6,0,2,H7N6F0S2,2953.047365,1,3122.142534,(M+aminediol)+Na
7,6,2,1,H7N6F2S1,2954.067765,1,3050.110234,(M+aminediol)+Na
7,6,4,0,H7N6F4S0,2955.088165,1,2978.077934,(M+aminediol)+Na
